"Survey","Reef","Site","Transect","Length_mm","Genus","Species","Number","Comment","Video","T_ID","Date","Lat","Long","Depth","Temperature","Habitat","Aspect","Benthic_Complexity","Species_name","Biomass Constant A","Biomass Constant B","Max Length (cm)","Trophic Group","Trophic Level","Family","Functional Group"
"Feb_21","Willis","Willis_N1","T13",11.3,"Centropyge","flavissima",1,NA,"Stereo","Feb_21_Willis_N1_T13",2021-02-14,-16.92334,149.96951,43,27.4,"outer_reef","steep_slope",3,"Centropyge flavissima",0.0302,2.89,14,"herbivore-detritivore",2.75,"Pomacanthidae","Grazer"
"Feb_21","Willis","Willis_N1","T13",17.3,"Acanthurus","pyroferus",1,NA,"Stereo","Feb_21_Willis_N1_T13",2021-02-14,-16.92334,149.96951,43,27.4,"outer_reef","steep_slope",3,"Acanthurus pyroferus",0.02291,2.96,29,"herbivore-detritivore",2,"Acanthuridae","Grazer"
"Feb_21","Willis","Willis_N1","T13",16.3,"Ctenochaetus","striatus",1,NA,"Stereo","Feb_21_Willis_N1_T13",2021-02-14,-16.92334,149.96951,43,27.4,"outer_reef","steep_slope",3,"Ctenochaetus striatus",0.01569,3.058599,26,"omnivore",2,"Acanthuridae","Grazer"
"Feb_21","Willis","Willis_N1","T13",19.3,"Heniochus","acuminatus",1,NA,"Stereo","Feb_21_Willis_N1_T13",2021-02-14,-16.92334,149.96951,43,27.4,"outer_reef","steep_slope",3,"Heniochus acuminatus",0.025869,3.083976,25,"invertivore-mobile",3.45,"Chaetodontidae","Planktivore"
"Feb_21","Willis","Willis_N1","T13",6.4,"Chromis","amboinensis",12,NA,"Stereo","Feb_21_Willis_N1_T13",2021-02-14,-16.92334,149.96951,43,27.4,"outer_reef","steep_slope",3,"Chromis amboinensis",0.01778,2.99,10,"omnivore",2.74,"Pomacentridae","Planktivore"
"Feb_21","Willis","Willis_N1","T13",16.7,"Acanthurus","thompsoni",1,NA,"Stereo","Feb_21_Willis_N1_T13",2021-02-14,-16.92334,149.96951,43,27.4,"outer_reef","steep_slope",3,"Acanthurus thompsoni",0.01698,2.99,27,"planktivore",3.64,"Acanthuridae","Planktivore"
"Feb_21","Willis","Willis_N1","T13",127.638401574803,"Chromis","iomelas",4,NA,"Stereo","Feb_21_Willis_N1_T13",2021-02-14,-16.92334,149.96951,43,27.4,"outer_reef","steep_slope",3,"Chromis iomelas",0.01221,3.094234,8,"planktivore",2.69,"Pomacentridae","Planktivore"
"Feb_21","Willis","Willis_N1","T13",14.3,"Acanthurus","thompsoni",1,NA,"Stereo","Feb_21_Willis_N1_T13",2021-02-14,-16.92334,149.96951,43,27.4,"outer_reef","steep_slope",3,"Acanthurus thompsoni",0.01698,2.99,27,"planktivore",3.64,"Acanthuridae","Planktivore"
"Feb_21","Willis","Willis_N1","T13",36.2,"Sargocentron","spiniferum",1,NA,"Stereo","Feb_21_Willis_N1_T13",2021-02-14,-16.92334,149.96951,43,27.4,"outer_reef","steep_slope",3,"Sargocentron spiniferum",0.016547,3.050844,51,"piscivore",3.8,"Holocentridae","Piscivore"
"Feb_21","Willis","Willis_N1","T13",6.5,"Chromis","amboinensis",3,NA,"Stereo","Feb_21_Willis_N1_T13",2021-02-14,-16.92334,149.96951,43,27.4,"outer_reef","steep_slope",3,"Chromis amboinensis",0.01778,2.99,10,"omnivore",2.74,"Pomacentridae","Planktivore"
"Feb_21","Willis","Willis_N1","T13",6.2,"Chromis","amboinensis",6,NA,"Stereo","Feb_21_Willis_N1_T13",2021-02-14,-16.92334,149.96951,43,27.4,"outer_reef","steep_slope",3,"Chromis amboinensis",0.01778,2.99,10,"omnivore",2.74,"Pomacentridae","Planktivore"
"Feb_21","Willis","Willis_N1","T13",17.3,"Caesio","lunaris",4,NA,"Stereo","Feb_21_Willis_N1_T13",2021-02-14,-16.92334,149.96951,43,27.4,"outer_reef","steep_slope",3,"Caesio lunaris",0.0363,2.972,40,"planktivore",3.4,"Caesionidae","Planktivore"
"Feb_21","Willis","Willis_N1","T14",6.2,"Chromis","amboinensis",4,NA,"Stereo","Feb_21_Willis_N1_T14",2021-02-14,-16.92334,149.96951,42,27.8,"outer_reef","steep_slope",3,"Chromis amboinensis",0.01778,2.99,10,"omnivore",2.74,"Pomacentridae","Planktivore"
"Feb_21","Willis","Willis_N1","T14",14,"Choerodon","jordani",1,NA,"Stereo","Feb_21_Willis_N1_T14",2021-02-14,-16.92334,149.96951,42,27.8,"outer_reef","steep_slope",3,"Choerodon jordani",0.01259,3.05,17,"invertivore-mobile",3.5,"Labridae","Carnivore"
"Feb_21","Willis","Willis_N1","T14",17,"Parupeneus","pleurostigma",1,NA,"Stereo","Feb_21_Willis_N1_T14",2021-02-14,-16.92334,149.96951,42,27.8,"outer_reef","steep_slope",3,"Parupeneus pleurostigma",0.01202,3.09,33,"invertivore-mobile",3.4,"Mullidae","Benthic invertivore"
"Feb_21","Willis","Willis_N1","T14",15.8,"Choerodon","jordani",1,NA,"Stereo","Feb_21_Willis_N1_T14",2021-02-14,-16.92334,149.96951,42,27.8,"outer_reef","steep_slope",3,"Choerodon jordani",0.01259,3.05,17,"invertivore-mobile",3.5,"Labridae","Carnivore"
"Feb_21","Willis","Willis_N1","T14",127.638401574803,"Chromis","iomelas",8,NA,"Stereo","Feb_21_Willis_N1_T14",2021-02-14,-16.92334,149.96951,42,27.8,"outer_reef","steep_slope",3,"Chromis iomelas",0.01221,3.094234,8,"planktivore",2.69,"Pomacentridae","Planktivore"
"Feb_21","Willis","Willis_N1","T14",16,"Choerodon","jordani",1,NA,"Stereo","Feb_21_Willis_N1_T14",2021-02-14,-16.92334,149.96951,42,27.8,"outer_reef","steep_slope",3,"Choerodon jordani",0.01259,3.05,17,"invertivore-mobile",3.5,"Labridae","Carnivore"
"Feb_21","Willis","Willis_N1","T14",18.9,"Oxycheilinus","unifasciatus",1,NA,"Stereo","Feb_21_Willis_N1_T14",2021-02-14,-16.92334,149.96951,42,27.8,"outer_reef","steep_slope",3,"Oxycheilinus unifasciatus",0.0166,2.95,46,"piscivore",4.06,"Labridae","Carnivore"
"Feb_21","Willis","Willis_N1","T14",129.62465625,"Genicanthus","melanospilos",2,NA,"Stereo","Feb_21_Willis_N1_T14",2021-02-14,-16.92334,149.96951,42,27.8,"outer_reef","steep_slope",3,"Genicanthus melanospilos",0.0302,2.89,18,"planktivore",3.4,"Pomacanthidae","Omnivore"
"Feb_21","Willis","Willis_N1","T14",6.3,"Chromis","amboinensis",5,NA,"Stereo","Feb_21_Willis_N1_T14",2021-02-14,-16.92334,149.96951,42,27.8,"outer_reef","steep_slope",3,"Chromis amboinensis",0.01778,2.99,10,"omnivore",2.74,"Pomacentridae","Planktivore"
"Feb_21","Willis","Willis_N1","T14",6.7,"Dascyllus","reticulatus",3,NA,"Stereo","Feb_21_Willis_N1_T14",2021-02-14,-16.92334,149.96951,42,27.8,"outer_reef","steep_slope",3,"Dascyllus reticulatus",0.035245,2.943364,9,"omnivore",3.13,"Pomacentridae","Planktivore"
"Feb_21","Willis","Willis_N1","T14",15.7,"Forcipiger","flavissimus",1,NA,"Stereo","Feb_21_Willis_N1_T14",2021-02-14,-16.92334,149.96951,42,27.8,"outer_reef","steep_slope",3,"Forcipiger flavissimus",0.02188,3.02,22,"invertivore-mobile",3.38,"Chaetodontidae","Benthic invertivore"
"Feb_21","Willis","Willis_N1","T14",17.9,"Acanthurus","thompsoni",8,NA,"Stereo","Feb_21_Willis_N1_T14",2021-02-14,-16.92334,149.96951,42,27.8,"outer_reef","steep_slope",3,"Acanthurus thompsoni",0.01698,2.99,27,"planktivore",3.64,"Acanthuridae","Planktivore"
"Feb_21","Willis","Willis_N1","T14",8.2,"Dascyllus","reticulatus",13,NA,"Stereo","Feb_21_Willis_N1_T14",2021-02-14,-16.92334,149.96951,42,27.8,"outer_reef","steep_slope",3,"Dascyllus reticulatus",0.035245,2.943364,9,"omnivore",3.13,"Pomacentridae","Planktivore"
"Feb_21","Willis","Willis_N1","T14",17.8,"Chaetodon","unimaculatus",1,NA,"Stereo","Feb_21_Willis_N1_T14",2021-02-14,-16.92334,149.96951,42,27.8,"outer_reef","steep_slope",3,"Chaetodon unimaculatus",0.0533,2.83328,20,"invertivore-sessile",3.21,"Chaetodontidae","Corallivore"
"Feb_21","Willis","Willis_N1","T14",16.9,"Acanthurus","thompsoni",6,NA,"Stereo","Feb_21_Willis_N1_T14",2021-02-14,-16.92334,149.96951,42,27.8,"outer_reef","steep_slope",3,"Acanthurus thompsoni",0.01698,2.99,27,"planktivore",3.64,"Acanthuridae","Planktivore"
"Feb_21","Willis","Willis_N1","T14",11.7,"Acanthochromis","polyacanthus",12,NA,"Stereo","Feb_21_Willis_N1_T14",2021-02-14,-16.92334,149.96951,42,27.8,"outer_reef","steep_slope",3,"Acanthochromis polyacanthus",0.0429,3.045,14,"omnivore",2.69,"Pomacentridae","Planktivore"
"Feb_21","Willis","Willis_N1","T14",11.2,"Labroides","dimidiatus",1,NA,"Stereo","Feb_21_Willis_N1_T14",2021-02-14,-16.92334,149.96951,42,27.8,"outer_reef","steep_slope",3,"Labroides dimidiatus",0.006669,3.172365,14,"invertivore-mobile",3.85,"Labridae","Benthic invertivore"
"Feb_21","Willis","Willis_N1","T14",8.3,"Chromis","alpha",1,NA,"Stereo","Feb_21_Willis_N1_T14",2021-02-14,-16.92334,149.96951,42,27.8,"outer_reef","steep_slope",3,"Chromis alpha",0.01778,2.99,8.5,"planktivore",3,"Pomacentridae","Planktivore"
"Feb_21","Willis","Willis_N1","T14",8.1,"Chromis","amboinensis",6,NA,"Stereo","Feb_21_Willis_N1_T14",2021-02-14,-16.92334,149.96951,42,27.8,"outer_reef","steep_slope",3,"Chromis amboinensis",0.01778,2.99,10,"omnivore",2.74,"Pomacentridae","Planktivore"
"Feb_21","Willis","Willis_N1","T14",18.2,"Acanthurus","thompsoni",6,NA,"Stereo","Feb_21_Willis_N1_T14",2021-02-14,-16.92334,149.96951,42,27.8,"outer_reef","steep_slope",3,"Acanthurus thompsoni",0.01698,2.99,27,"planktivore",3.64,"Acanthuridae","Planktivore"
"Feb_21","Willis","Willis_N1","T15",15.9,"Acanthurus","pyroferus",1,NA,"Stereo","Feb_21_Willis_N1_T15",2021-02-14,-16.92334,149.96951,42,27.8,"outer_reef","steep_slope",3,"Acanthurus pyroferus",0.02291,2.96,29,"herbivore-detritivore",2,"Acanthuridae","Grazer"
"Feb_21","Willis","Willis_N1","T15",5.4,"Chromis","amboinensis",8,NA,"Stereo","Feb_21_Willis_N1_T15",2021-02-14,-16.92334,149.96951,42,27.8,"outer_reef","steep_slope",3,"Chromis amboinensis",0.01778,2.99,10,"omnivore",2.74,"Pomacentridae","Planktivore"
"Feb_21","Willis","Willis_N1","T15",22.3,"Parupeneus","multifasciatus",1,NA,"Stereo","Feb_21_Willis_N1_T15",2021-02-14,-16.92334,149.96951,42,27.8,"outer_reef","steep_slope",3,"Parupeneus multifasciatus",0.01136,3.211,35,"invertivore-mobile",3.61,"Mullidae","Benthic invertivore"
"Feb_21","Willis","Willis_N1","T15",23.4,"Cantherhines","dumerilii",1,NA,"Stereo","Feb_21_Willis_N1_T15",2021-02-14,-16.92334,149.96951,42,27.8,"outer_reef","steep_slope",3,"Cantherhines dumerilii",0.0406,2.792,38,"omnivore",3.07,"Monacanthidae","Benthic invertivore"
"Feb_21","Willis","Willis_N1","T15",5.7,"Chromis","amboinensis",6,NA,"Stereo","Feb_21_Willis_N1_T15",2021-02-14,-16.92334,149.96951,42,27.8,"outer_reef","steep_slope",3,"Chromis amboinensis",0.01778,2.99,10,"omnivore",2.74,"Pomacentridae","Planktivore"
"Feb_21","Willis","Willis_N1","T15",16.3,"Ctenochaetus","striatus",1,NA,"Stereo","Feb_21_Willis_N1_T15",2021-02-14,-16.92334,149.96951,42,27.8,"outer_reef","steep_slope",3,"Ctenochaetus striatus",0.01569,3.058599,26,"omnivore",2,"Acanthuridae","Grazer"
"Feb_21","Willis","Willis_N1","T15",30.2,"Scarus","dimidiatus",1,NA,"Stereo","Feb_21_Willis_N1_T15",2021-02-14,-16.92334,149.96951,42,27.8,"outer_reef","steep_slope",3,"Scarus dimidiatus",0.0278,3.049,40,"herbivore-detritivore",2,"Labridae (Scarinae)","Scraper"
"Feb_21","Willis","Willis_N1","T15",22.1,"Forcipiger","flavissimus",3,NA,"Stereo","Feb_21_Willis_N1_T15",2021-02-14,-16.92334,149.96951,42,27.8,"outer_reef","steep_slope",3,"Forcipiger flavissimus",0.02188,3.02,22,"invertivore-mobile",3.38,"Chaetodontidae","Benthic invertivore"
"Feb_21","Willis","Willis_N1","T15",25.7,"Parupeneus","multifasciatus",1,NA,"Stereo","Feb_21_Willis_N1_T15",2021-02-14,-16.92334,149.96951,42,27.8,"outer_reef","steep_slope",3,"Parupeneus multifasciatus",0.01136,3.211,35,"invertivore-mobile",3.61,"Mullidae","Benthic invertivore"
"Feb_21","Willis","Willis_N1","T15",13.2,"Chaetodon","lunulatus",1,NA,"Stereo","Feb_21_Willis_N1_T15",2021-02-14,-16.92334,149.96951,42,27.8,"outer_reef","steep_slope",3,"Chaetodon lunulatus",0.031917,3.039268,14,"invertivore-sessile",3.34,"Chaetodontidae","Corallivore"
"Feb_21","Willis","Willis_N1","T15",6.2,"Chromis","amboinensis",5,NA,"Stereo","Feb_21_Willis_N1_T15",2021-02-14,-16.92334,149.96951,42,27.8,"outer_reef","steep_slope",3,"Chromis amboinensis",0.01778,2.99,10,"omnivore",2.74,"Pomacentridae","Planktivore"
"Feb_21","Willis","Willis_N1","T15",18.9,"Ctenochaetus","striatus",1,NA,"Stereo","Feb_21_Willis_N1_T15",2021-02-14,-16.92334,149.96951,42,27.8,"outer_reef","steep_slope",3,"Ctenochaetus striatus",0.01569,3.058599,26,"omnivore",2,"Acanthuridae","Grazer"
"Feb_21","Willis","Willis_N1","T15",33.449950617284,"Chromis","amboinensis",4,NA,"Stereo","Feb_21_Willis_N1_T15",2021-02-14,-16.92334,149.96951,42,27.8,"outer_reef","steep_slope",3,"Chromis amboinensis",0.01778,2.99,10,"omnivore",2.74,"Pomacentridae","Planktivore"
"Feb_21","Willis","Willis_N1","T15",17.8,"Acanthurus","pyroferus",1,NA,"Stereo","Feb_21_Willis_N1_T15",2021-02-14,-16.92334,149.96951,42,27.8,"outer_reef","steep_slope",3,"Acanthurus pyroferus",0.02291,2.96,29,"herbivore-detritivore",2,"Acanthuridae","Grazer"
"Feb_21","Willis","Willis_N1","T15",23.4,"Lutjanus","kasmira",1,NA,"Stereo","Feb_21_Willis_N1_T15",2021-02-14,-16.92334,149.96951,42,27.8,"outer_reef","steep_slope",3,"Lutjanus kasmira",0.009214,3.186953,40,"invertivore-mobile",3.87,"Lutjanidae","Carnivore"
"Feb_21","Willis","Willis_N1","T15",26.4,"Hemigymnus","fasciatus",3,NA,"Stereo","Feb_21_Willis_N1_T15",2021-02-14,-16.92334,149.96951,42,27.8,"outer_reef","steep_slope",3,"Hemigymnus fasciatus",0.02423,2.92262,30,"invertivore-mobile",3.5,"Labridae","Benthic invertivore"
"Feb_21","Willis","Willis_N1","T15",19.3,"Oxycheilinus","unifasciatus",1,NA,"Stereo","Feb_21_Willis_N1_T15",2021-02-14,-16.92334,149.96951,42,27.8,"outer_reef","steep_slope",3,"Oxycheilinus unifasciatus",0.0166,2.95,46,"piscivore",4.06,"Labridae","Carnivore"
"Feb_21","Willis","Willis_N1","T15",29.1,"Scarus","dimidiatus",1,NA,"Stereo","Feb_21_Willis_N1_T15",2021-02-14,-16.92334,149.96951,42,27.8,"outer_reef","steep_slope",3,"Scarus dimidiatus",0.0278,3.049,40,"herbivore-detritivore",2,"Labridae (Scarinae)","Scraper"
"Feb_21","Willis","Willis_N1","T15",18.2,"Acanthurus","pyroferus",1,NA,"Stereo","Feb_21_Willis_N1_T15",2021-02-14,-16.92334,149.96951,42,27.8,"outer_reef","steep_slope",3,"Acanthurus pyroferus",0.02291,2.96,29,"herbivore-detritivore",2,"Acanthuridae","Grazer"
"Feb_21","Willis","Willis_N1","T15",26.5,"Scarus","dimidiatus",1,NA,"Stereo","Feb_21_Willis_N1_T15",2021-02-14,-16.92334,149.96951,42,27.8,"outer_reef","steep_slope",3,"Scarus dimidiatus",0.0278,3.049,40,"herbivore-detritivore",2,"Labridae (Scarinae)","Scraper"
"Feb_21","Willis","Willis_N1","T15",21.1,"Acanthurus","pyroferus",1,NA,"Stereo","Feb_21_Willis_N1_T15",2021-02-14,-16.92334,149.96951,42,27.8,"outer_reef","steep_slope",3,"Acanthurus pyroferus",0.02291,2.96,29,"herbivore-detritivore",2,"Acanthuridae","Grazer"
"Feb_21","Willis","Willis_N1","T15",16.7,"Anampses","twistii",1,NA,"Stereo","Feb_21_Willis_N1_T15",2021-02-14,-16.92334,149.96951,42,27.8,"outer_reef","steep_slope",3,"Anampses twistii",0.01,3.06,18,"invertivore-mobile",3.5,"Labridae","Benthic invertivore"
"Feb_21","Willis","Willis_N1","T15",16.9,"Hemitaurichthys","polylepis",1,NA,"Stereo","Feb_21_Willis_N1_T15",2021-02-14,-16.92334,149.96951,42,27.8,"outer_reef","steep_slope",3,"Hemitaurichthys polylepis",0.02188,3.02,18,"planktivore",3.4,"Chaetodontidae","Planktivore"
"Feb_21","Willis","Willis_N1","T15",6.4,"Chromis","amboinensis",8,NA,"Stereo","Feb_21_Willis_N1_T15",2021-02-14,-16.92334,149.96951,42,27.8,"outer_reef","steep_slope",3,"Chromis amboinensis",0.01778,2.99,10,"omnivore",2.74,"Pomacentridae","Planktivore"
"Feb_21","Wreck","Wreck_E1","T1",183.301,"Acanthurus","pyroferus",1,NA,"Stereo","Feb_21_Wreck_E1_T1",2021-02-07,-22.19906,155.32938,31.5,27.7,"outer_reef","gentle_slope",3,"Acanthurus pyroferus",0.02291,2.96,29,"herbivore-detritivore",2,"Acanthuridae","Grazer"
"Feb_21","Wreck","Wreck_E1","T1",246.487,"Scarus","dimidiatus",1,NA,"Stereo","Feb_21_Wreck_E1_T1",2021-02-07,-22.19906,155.32938,31.5,27.7,"outer_reef","gentle_slope",3,"Scarus dimidiatus",0.0278,3.049,40,"herbivore-detritivore",2,"Labridae (Scarinae)","Scraper"
"Feb_21","Wreck","Wreck_E1","T1",85.843,"Acanthurus","pyroferus",1,NA,"Stereo","Feb_21_Wreck_E1_T1",2021-02-07,-22.19906,155.32938,31.5,27.7,"outer_reef","gentle_slope",3,"Acanthurus pyroferus",0.02291,2.96,29,"herbivore-detritivore",2,"Acanthuridae","Grazer"
"Feb_21","Wreck","Wreck_E1","T1",133.807,"Parupeneus","multifasciatus",1,NA,"Stereo","Feb_21_Wreck_E1_T1",2021-02-07,-22.19906,155.32938,31.5,27.7,"outer_reef","gentle_slope",3,"Parupeneus multifasciatus",0.01136,3.211,35,"invertivore-mobile",3.61,"Mullidae","Benthic invertivore"
"Feb_21","Wreck","Wreck_E1","T1",109.655,"Acanthurus","nigrofuscus",1,NA,"Stereo","Feb_21_Wreck_E1_T1",2021-02-07,-22.19906,155.32938,31.5,27.7,"outer_reef","gentle_slope",3,"Acanthurus nigrofuscus",0.014309,3.096389,21,"herbivore-detritivore",2,"Acanthuridae","Grazer"
"Feb_21","Wreck","Wreck_E1","T1",148.261,"Ctenochaetus","striatus",1,NA,"Stereo","Feb_21_Wreck_E1_T1",2021-02-07,-22.19906,155.32938,31.5,27.7,"outer_reef","gentle_slope",3,"Ctenochaetus striatus",0.01569,3.058599,26,"omnivore",2,"Acanthuridae","Grazer"
"Feb_21","Wreck","Wreck_E1","T1",203.714,"Gomphosus","varius",1,NA,"Stereo","Feb_21_Wreck_E1_T1",2021-02-07,-22.19906,155.32938,31.5,27.7,"outer_reef","gentle_slope",3,"Gomphosus varius",0.01838,2.70269,30,"invertivore-mobile",3.68,"Labridae","Benthic invertivore"
"Feb_21","Wreck","Wreck_E1","T1",264.938,"Halichoeres","hortulanus",1,NA,"Stereo","Feb_21_Wreck_E1_T1",2021-02-07,-22.19906,155.32938,31.5,27.7,"outer_reef","gentle_slope",3,"Halichoeres hortulanus",0.0119,3.064,27,"invertivore-mobile",3.4,"Labridae","Benthic invertivore"
"Feb_21","Wreck","Wreck_E1","T1",293.135,"Acanthurus","pyroferus",1,NA,"Stereo","Feb_21_Wreck_E1_T1",2021-02-07,-22.19906,155.32938,31.5,27.7,"outer_reef","gentle_slope",3,"Acanthurus pyroferus",0.02291,2.96,29,"herbivore-detritivore",2,"Acanthuridae","Grazer"
"Feb_21","Wreck","Wreck_E1","T1",118.413,"Thalassoma","hardwicke",1,NA,"Stereo","Feb_21_Wreck_E1_T1",2021-02-07,-22.19906,155.32938,31.5,27.7,"outer_reef","gentle_slope",3,"Thalassoma hardwicke",0.008713,3.208829,20,"invertivore-mobile",3.5,"Labridae","Carnivore"
"Feb_21","Wreck","Wreck_E1","T1",150.634,"Forcipiger","flavissimus",1,NA,"Stereo","Feb_21_Wreck_E1_T1",2021-02-07,-22.19906,155.32938,31.5,27.7,"outer_reef","gentle_slope",3,"Forcipiger flavissimus",0.02188,3.02,22,"invertivore-mobile",3.38,"Chaetodontidae","Benthic invertivore"
"Feb_21","Wreck","Wreck_E1","T1",117.616,"Ctenochaetus","binotatus",1,NA,"Stereo","Feb_21_Wreck_E1_T1",2021-02-07,-22.19906,155.32938,31.5,27.7,"outer_reef","gentle_slope",3,"Ctenochaetus binotatus",0.050728,2.744453,22,"omnivore",2,"Acanthuridae","Grazer"
"Feb_21","Wreck","Wreck_E1","T1",123.304,"Chaetodon","ornatissimus",1,NA,"Stereo","Feb_21_Wreck_E1_T1",2021-02-07,-22.19906,155.32938,31.5,27.7,"outer_reef","gentle_slope",3,"Chaetodon ornatissimus",0.02291,3.01,20,"invertivore-sessile",3.34,"Chaetodontidae","Corallivore"
"Feb_21","Wreck","Wreck_E1","T1",156.428,"Zanclus","cornutus",1,NA,"Stereo","Feb_21_Wreck_E1_T1",2021-02-07,-22.19906,155.32938,31.5,27.7,"outer_reef","gentle_slope",3,"Zanclus cornutus",0.0147,3.36991,23,"invertivore-mobile",2.49,"Zanclidae","Benthic invertivore"
"Feb_21","Wreck","Wreck_E1","T1",92.298,"Chaetodon","lunulatus",2,NA,"Stereo","Feb_21_Wreck_E1_T1",2021-02-07,-22.19906,155.32938,31.5,27.7,"outer_reef","gentle_slope",3,"Chaetodon lunulatus",0.031917,3.039268,14,"invertivore-sessile",3.34,"Chaetodontidae","Corallivore"
"Feb_21","Wreck","Wreck_E1","T1",84.834,"Zebrasoma","scopas",1,NA,"Stereo","Feb_21_Wreck_E1_T1",2021-02-07,-22.19906,155.32938,31.5,27.7,"outer_reef","gentle_slope",3,"Zebrasoma scopas",0.034129,2.939876,40,"herbivore-detritivore",2,"Acanthuridae","Grazer"
"Feb_21","Wreck","Wreck_E1","T1",129.357,"Pterocaesio","tile",1,NA,"Stereo","Feb_21_Wreck_E1_T1",2021-02-07,-22.19906,155.32938,31.5,27.7,"outer_reef","gentle_slope",3,"Pterocaesio tile",0.013,3.268,30,"planktivore",3.33,"Caesionidae","Planktivore"
"Feb_21","Wreck","Wreck_E1","T1",231.176,"Pterocaesio","tile",1,NA,"Stereo","Feb_21_Wreck_E1_T1",2021-02-07,-22.19906,155.32938,31.5,27.7,"outer_reef","gentle_slope",3,"Pterocaesio tile",0.013,3.268,30,"planktivore",3.33,"Caesionidae","Planktivore"
"Feb_21","Wreck","Wreck_E1","T1",321.376,"Caesio","lunaris",45,NA,"Stereo","Feb_21_Wreck_E1_T1",2021-02-07,-22.19906,155.32938,31.5,27.7,"outer_reef","gentle_slope",3,"Caesio lunaris",0.0363,2.972,40,"planktivore",3.4,"Caesionidae","Planktivore"
"Feb_21","Wreck","Wreck_E1","T1",118.657,"Pterocaesio","tile",15,NA,"Stereo","Feb_21_Wreck_E1_T1",2021-02-07,-22.19906,155.32938,31.5,27.7,"outer_reef","gentle_slope",3,"Pterocaesio tile",0.013,3.268,30,"planktivore",3.33,"Caesionidae","Planktivore"
"Feb_21","Wreck","Wreck_E1","T1",343.274,"Caesio","lunaris",30,NA,"Stereo","Feb_21_Wreck_E1_T1",2021-02-07,-22.19906,155.32938,31.5,27.7,"outer_reef","gentle_slope",3,"Caesio lunaris",0.0363,2.972,40,"planktivore",3.4,"Caesionidae","Planktivore"
"Feb_21","Wreck","Wreck_E1","T2",197.545,"Gomphosus","varius",1,NA,"Stereo","Feb_21_Wreck_E1_T2",2021-02-07,-22.19906,155.32938,36.5,27.6,"outer_reef","gentle_slope",3,"Gomphosus varius",0.01838,2.70269,30,"invertivore-mobile",3.68,"Labridae","Benthic invertivore"
"Feb_21","Wreck","Wreck_E1","T2",132.176,"Forcipiger","flavissimus",1,NA,"Stereo","Feb_21_Wreck_E1_T2",2021-02-07,-22.19906,155.32938,36.5,27.6,"outer_reef","gentle_slope",3,"Forcipiger flavissimus",0.02188,3.02,22,"invertivore-mobile",3.38,"Chaetodontidae","Benthic invertivore"
"Feb_21","Wreck","Wreck_E1","T2",126.446,"Ctenochaetus","striatus",1,NA,"Stereo","Feb_21_Wreck_E1_T2",2021-02-07,-22.19906,155.32938,36.5,27.6,"outer_reef","gentle_slope",3,"Ctenochaetus striatus",0.01569,3.058599,26,"omnivore",2,"Acanthuridae","Grazer"
"Feb_21","Wreck","Wreck_E1","T2",132.096,"Ctenochaetus","striatus",1,NA,"Stereo","Feb_21_Wreck_E1_T2",2021-02-07,-22.19906,155.32938,36.5,27.6,"outer_reef","gentle_slope",3,"Ctenochaetus striatus",0.01569,3.058599,26,"omnivore",2,"Acanthuridae","Grazer"
"Feb_21","Wreck","Wreck_E1","T2",107.541,"Ctenochaetus","striatus",1,NA,"Stereo","Feb_21_Wreck_E1_T2",2021-02-07,-22.19906,155.32938,36.5,27.6,"outer_reef","gentle_slope",3,"Ctenochaetus striatus",0.01569,3.058599,26,"omnivore",2,"Acanthuridae","Grazer"
"Feb_21","Wreck","Wreck_E1","T2",133.905,"Forcipiger","flavissimus",1,NA,"Stereo","Feb_21_Wreck_E1_T2",2021-02-07,-22.19906,155.32938,36.5,27.6,"outer_reef","gentle_slope",3,"Forcipiger flavissimus",0.02188,3.02,22,"invertivore-mobile",3.38,"Chaetodontidae","Benthic invertivore"
"Feb_21","Wreck","Wreck_E1","T2",244.206,"Scarus","dimidiatus",2,NA,"Stereo","Feb_21_Wreck_E1_T2",2021-02-07,-22.19906,155.32938,36.5,27.6,"outer_reef","gentle_slope",3,"Scarus dimidiatus",0.0278,3.049,40,"herbivore-detritivore",2,"Labridae (Scarinae)","Scraper"
"Feb_21","Wreck","Wreck_E1","T2",244.111,"Scarus","oviceps",1,NA,"Stereo","Feb_21_Wreck_E1_T2",2021-02-07,-22.19906,155.32938,36.5,27.6,"outer_reef","gentle_slope",3,"Scarus oviceps",0.0144,3.14,35,"herbivore-detritivore",2,"Labridae (Scarinae)","Scraper"
"Feb_21","Wreck","Wreck_E1","T2",114.488,"Ctenochaetus","striatus",2,NA,"Stereo","Feb_21_Wreck_E1_T2",2021-02-07,-22.19906,155.32938,36.5,27.6,"outer_reef","gentle_slope",3,"Ctenochaetus striatus",0.01569,3.058599,26,"omnivore",2,"Acanthuridae","Grazer"
"Feb_21","Wreck","Wreck_E1","T2",115.906,"Acanthurus","pyroferus",1,NA,"Stereo","Feb_21_Wreck_E1_T2",2021-02-07,-22.19906,155.32938,36.5,27.6,"outer_reef","gentle_slope",3,"Acanthurus pyroferus",0.02291,2.96,29,"herbivore-detritivore",2,"Acanthuridae","Grazer"
