"Survey","Reef","Site","Drop","Frame","Depth","Comment","Genus","Species","Code","MaxN","Species_name","T_ID","Date","Lat","Long","Habitat","Aspect","Benthic_Complexity","Biomass Constant A","Biomass Constant B","Biomass Constant C","Max Length (cm)","Max Length Type","Trophic Level","Vulnerability","Regions","Climate Score","Trophic Group","Functional Group","Group Size","Family","Functional Group.X"
"Feb_21","Lihou","Lihou_N1","D1",29526,36,"mertensii","Chaetodon","mertensii",NA,2,"Chaetodon mertensii","Feb_21_Lihou_N1_D1","12/02/2021",17.12473,151.82178,"outer_reef",NA,NA,0.004261,3.800466,1,12.5,"total length",2.95,10,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","micro-invertivore","pair","Chaetodontidae","Omnivore"
"Feb_21","Lihou","Lihou_N1","D1",49480,36,NA,"Forcipiger","flavissimus",37365068,1,"Forcipiger flavissimus","Feb_21_Lihou_N1_D1","12/02/2021",17.12473,151.82178,"outer_reef",NA,NA,0.02188,3.02,1,22,"total length",3.38,16.69,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","micro-invertivore","pair","Chaetodontidae","Benthic invertivore"
"Feb_21","Lihou","Lihou_N1","D1",21738,36,NA,"Choerodon","jordani",37384077,4,"Choerodon jordani","Feb_21_Lihou_N1_D1","12/02/2021",17.12473,151.82178,"outer_reef",NA,NA,0.01259,3.05,1,17,"total length",3.5,25.85,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","micro-invertivore","solitary","Labridae","Carnivore"
"Feb_21","Lihou","Lihou_N1","D1",26350,36,"lineatus","Cirrhilabrus","lineatus",NA,3,"Cirrhilabrus lineatus","Feb_21_Lihou_N1_D1","12/02/2021",17.12473,151.82178,"outer_reef",NA,NA,0.0166,2.95,1,12,"total length",3.4,21,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"planktivore","planktivore","medium group","Labridae","Planktivore"
"Feb_21","Lihou","Lihou_N1","D1",15308,36,NA,"Cirrhilabrus","punctatus",37384083,1,"Cirrhilabrus punctatus","Feb_21_Lihou_N1_D1","12/02/2021",17.12473,151.82178,"outer_reef",NA,NA,0.0166,2.95,1,13,"total length",3.4,22.77,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"planktivore","planktivore","medium group","Labridae","Planktivore"
"Feb_21","Lihou","Lihou_N1","D1",45504,36,NA,"Gomphosus","varius",37384106,1,"Gomphosus varius","Feb_21_Lihou_N1_D1","12/02/2021",17.12473,151.82178,"outer_reef",NA,NA,0.01838,2.70269,1,30,"standard length",3.68,43.72,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","micro-invertivore","solitary","Labridae","Benthic invertivore"
"Feb_21","Lihou","Lihou_N1","D1",32255,36,NA,"Halichoeres","biocellatus",37384107,2,"Halichoeres biocellatus","Feb_21_Lihou_N1_D1","12/02/2021",17.12473,151.82178,"outer_reef",NA,NA,0.01,3.08,1,12,"total length",3.4,21.39,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","micro-invertivore","small group","Labridae","Benthic invertivore"
"Feb_21","Lihou","Lihou_N1","D1",12257,36,NA,"Hologymnosus","doliatus",37384127,1,"Hologymnosus doliatus","Feb_21_Lihou_N1_D1","12/02/2021",17.12473,151.82178,"outer_reef",NA,NA,0.0049,3.11,1,50,"total length",3.79,47.81,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","macro-invertivore","small group","Labridae","Benthic invertivore"
"Feb_21","Lihou","Lihou_N1","D1",32255,36,NA,"Macropharyngodon","negrosensis",37384137,1,"Macropharyngodon negrosensis","Feb_21_Lihou_N1_D1","12/02/2021",17.12473,151.82178,"outer_reef",NA,NA,0.01,3.06,1,12,"total length",3.5,21.39,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","micro-invertivore","small group","Labridae","Benthic invertivore"
"Feb_21","Lihou","Lihou_N1","D1",15134,36,"nigromarginatus","Oxycheilinus","nigromarginatus",NA,1,"Oxycheilinus nigromarginatus","Feb_21_Lihou_N1_D1","12/02/2021",17.12473,151.82178,"outer_reef",NA,NA,0.0166,2.95,1,11.3,"standard length",3.7,24,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","macro-invertivore","solitary","Labridae","Carnivore"
"Feb_21","Lihou","Lihou_N1","D1",10349,36,NA,"Oxycheilinus","orientalis",37384030,2,"Oxycheilinus orientalis","Feb_21_Lihou_N1_D1","12/02/2021",17.12473,151.82178,"outer_reef",NA,NA,0.0166,2.95,1,20,"total length",3.8,28.6,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"piscivore","pisci-invertivore","solitary","Labridae","Carnivore"
"Feb_21","Lihou","Lihou_N1","D1",63209,36,NA,"Pseudocoris","yamashiroi",37384145,10,"Pseudocoris yamashiroi","Feb_21_Lihou_N1_D1","12/02/2021",17.12473,151.82178,"outer_reef",NA,NA,0.0049,3.11,1,16,"total length",3.4,24.91,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"planktivore","planktivore","medium group","Labridae","Benthic invertivore"
"Feb_21","Lihou","Lihou_N1","D1",14231,36,"cerasinus","Pseudojuloides","cerasinus",NA,1,"Pseudojuloides cerasinus","Feb_21_Lihou_N1_D1","12/02/2021",17.12473,151.82178,"outer_reef",NA,NA,0.01,3.06,1,12.3,"total length",3.4,21.88,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","micro-invertivore","small group","Labridae","Benthic invertivore"
"Feb_21","Lihou","Lihou_N1","D1",62172,36,NA,"Thalassoma","lutescens",37384168,1,"Thalassoma lutescens","Feb_21_Lihou_N1_D1","12/02/2021",17.12473,151.82178,"outer_reef",NA,NA,0.012764,3.053725,0.925,30,"total length",3.72,34.51,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","macro-invertivore","small group","Labridae","Carnivore"
"Feb_21","Lihou","Lihou_N1","D1",13944,36,"euanus","Gymnocranius","euanus",NA,3,"Gymnocranius euanus","Feb_21_Lihou_N1_D1","12/02/2021",17.12473,151.82178,"outer_reef",NA,NA,0.019829,2.926623,1,45,"total length",3.8,40.48,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","macro-invertivore",NA,"Lethrinidae","Benthic invertivore"
"Feb_21","Lihou","Lihou_N1","D1",47142,36,NA,"Lutjanus","bohar",37346029,3,"Lutjanus bohar","Feb_21_Lihou_N1_D1","12/02/2021",17.12473,151.82178,"outer_reef",NA,NA,0.013464,3.055209,1,90,"total length",4.27,68.83,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"piscivore","pisci-invertivore","medium group","Lutjanidae","Piscivore"
"Feb_21","Lihou","Lihou_N1","D1",37208,36,NA,"Macolor","macularis",37346047,1,"Macolor macularis","Feb_21_Lihou_N1_D1","12/02/2021",17.12473,151.82178,"outer_reef",NA,NA,0.0274,2.91,0.921,60,"total length",3.97,38.55,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"planktivore","planktivore","medium group","Lutjanidae","Planktivore"
"Feb_21","Lihou","Lihou_N1","D1",31910,36,NA,"Parupeneus","multifasciatus",37355026,2,"Parupeneus multifasciatus","Feb_21_Lihou_N1_D1","12/02/2021",17.12473,151.82178,"outer_reef",NA,NA,0.01136,3.211,0.933,35,"total length",3.61,21.22,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","macro-invertivore","small group","Mullidae","Benthic invertivore"
"Feb_21","Lihou","Lihou_N1","D1",16474,36,NA,"Parupeneus","pleurostigma",37355027,2,"Parupeneus pleurostigma","Feb_21_Lihou_N1_D1","12/02/2021",17.12473,151.82178,"outer_reef",NA,NA,0.01202,3.09,1,33,"total length",3.4,30.4,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","macro-invertivore","small group","Mullidae","Benthic invertivore"
"Feb_21","Lihou","Lihou_N1","D1",31282,36,"aureofasciatus","Pentapodus","aureofasciatus",NA,27,"Pentapodus aureofasciatus","Feb_21_Lihou_N1_D1","12/02/2021",17.12473,151.82178,"outer_reef",NA,NA,0.01514,2.97,1,25,"total length",3.5,24.26,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","micro-invertivore","small group","Nemipteridae","Carnivore"
"Feb_21","Lihou","Lihou_N1","D1",48974,36,"bicolor","Centropyge","bicolor",NA,1,"Centropyge bicolor","Feb_21_Lihou_N1_D1","12/02/2021",17.12473,151.82178,"outer_reef",NA,NA,0.0302,2.89,1,15,"total length",2.97,23.01,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"herbivore-detritivore","cropper/grazer","pair","Pomacanthidae","Grazer"
"Feb_21","Lihou","Lihou_N1","D1",62658,36,NA,"Dascyllus","reticulatus",37372074,2,"Dascyllus reticulatus","Feb_21_Lihou_N1_D1","12/02/2021",17.12473,151.82178,"outer_reef",NA,NA,0.035245,2.943364,1,9,"total length",3.13,24.77,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"omnivore","cropper/grazer","medium group","Pomacentridae","Planktivore"
"Feb_21","Lihou","Lihou_N1","D1",62658,36,NA,"Pomacentrus","nagasakiensis",37372119,2,"Pomacentrus nagasakiensis","Feb_21_Lihou_N1_D1","12/02/2021",17.12473,151.82178,"outer_reef",NA,NA,0.01479,2.98,1,11,"total length",2.74,22.69,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"planktivore","planktivore","small group","Pomacentridae","Planktivore"
"Feb_21","Lihou","Lihou_N1","D1",53364,36,NA,"Pomacentrus","vaiuli",37372126,2,"Pomacentrus vaiuli","Feb_21_Lihou_N1_D1","12/02/2021",17.12473,151.82178,"outer_reef",NA,NA,0.054386,2.703269,0.944,10,"fork length",3.13,23.43,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"planktivore","planktivore",NA,"Pomacentridae","Omnivore"
"Feb_21","Lihou","Lihou_N1","D1",56305,36,"flavipinnis","Scarus","longipinnis",NA,1,"Scarus longipinnis","Feb_21_Lihou_N1_D1","12/02/2021",17.12473,151.82178,"outer_reef",NA,NA,0.01445,3.04,1,40,"total length",2,30.24,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"herbivore-detritivore","scraper",NA,"Labridae (Scarinae)","Scraper"
"Feb_21","Lihou","Lihou_N1","D1",10349,36,NA,"Cephalopholis","urodeta",37311142,2,"Cephalopholis urodeta","Feb_21_Lihou_N1_D1","12/02/2021",17.12473,151.82178,"outer_reef",NA,NA,0.02822,2.81775,1,28,"total length",4.02,13.87,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"piscivore","pisci-invertivore",NA,"Serranidae","Piscivore"
"Feb_21","Lihou","Lihou_N1","D1",56734,36,NA,"Plectropomus","laevis",37311079,1,"Plectropomus laevis","Feb_21_Lihou_N1_D1","12/02/2021",17.12473,151.82178,"outer_reef",NA,NA,0.00523,3.23774,1,125,"total length",4.14,56.09,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"piscivore","pisci-invertivore",NA,"Serranidae","Piscivore"
"Feb_21","Lihou","Lihou_N1","D1",36950,36,NA,"Variola","louti",37311166,1,"Variola louti","Feb_21_Lihou_N1_D1","12/02/2021",17.12473,151.82178,"outer_reef",NA,NA,0.01107,3.076899,1,83,"total length",4,32.88,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"piscivore","pisci-invertivore",NA,"Serranidae","Piscivore"
"Feb_21","Lihou","Lihou_N1","D1",49334,36,NA,"Siganus","argenteus",37438007,1,"Siganus argenteus","Feb_21_Lihou_N1_D1","12/02/2021",17.12473,151.82178,"outer_reef",NA,NA,0.008344,3.12321,1,40,"total length",2.63,22.2,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"herbivore-detritivore","cropper/grazer","large group","Siganidae","Grazer"
"Feb_21","Lihou","Lihou_N1","D2",2779,45,NA,"Acanthurus","thompsoni",37437018,2,"Acanthurus thompsoni","Feb_21_Lihou_N1_D2","12/02/2021",17.12065,151.82674,"outer_reef",NA,NA,0.01698,2.99,1,27,"total length",3.64,25.1,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"planktivore","planktivore","medium group","Acanthuridae","Planktivore"
"Feb_21","Lihou","Lihou_N1","D2",16802,45,NA,"Ctenochaetus","binotatus",37437021,2,"Ctenochaetus binotatus","Feb_21_Lihou_N1_D2","12/02/2021",17.12065,151.82674,"outer_reef",NA,NA,0.050728,2.744453,1,22,"total length",2,22.47,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"omnivore","detritivore","small group","Acanthuridae","Grazer"
"Feb_21","Lihou","Lihou_N1","D2",49765,45,NA,"Naso","caesius",37437046,1,"Naso caesius","Feb_21_Lihou_N1_D2","12/02/2021",17.12065,151.82674,"outer_reef",NA,NA,0.01995,3,1,45.6,"standard length",2.58,45.37,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"planktivore","planktivore","medium group","Acanthuridae","Planktivore"
"Feb_21","Lihou","Lihou_N1","D2",42394,45,"planktivorous sp.","Naso","sp",NA,2,"Naso sp","Feb_21_Lihou_N1_D2","12/02/2021",17.12065,151.82674,"outer_reef",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planktivore","planktivore",NA,"Acanthuridae","Planktivore"
"Feb_21","Lihou","Lihou_N1","D2",18857,45,NA,"Pterocaesio","marri",37346068,40,"Pterocaesio marri","Feb_21_Lihou_N1_D2","12/02/2021",17.12065,151.82674,"outer_reef",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planktivore","planktivore",NA,"Caesionidae","Planktivore"
"Feb_21","Lihou","Lihou_N1","D2",43143,45,NA,"Caranx","lugubris",37337053,1,"Caranx lugubris","Feb_21_Lihou_N1_D2","12/02/2021",17.12065,151.82674,"outer_reef",NA,NA,0.01449,2.90695,1,100,"total length",4,60.08,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"piscivore","pisci-invertivore","small group","Carangidae","Piscivore"
"Feb_21","Lihou","Lihou_N1","D2",28957,45,NA,"Caranx","melampygus",37337050,6,"Caranx melampygus","Feb_21_Lihou_N1_D2","12/02/2021",17.12065,151.82674,"outer_reef",NA,NA,0.017067,2.943245,1,117,"fork length",4.28,50.49,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"piscivore","pisci-invertivore","small group","Carangidae","Piscivore"
"Feb_21","Lihou","Lihou_N1","D2",23443,45,NA,"Caranx","sexfasciatus",37337039,2,"Caranx sexfasciatus","Feb_21_Lihou_N1_D2","12/02/2021",17.12065,151.82674,"outer_reef",NA,NA,0.014866,2.994104,1,120,"total length",4.5,45.19,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"piscivore","piscivore","medium group","Carangidae","Piscivore"
"Feb_21","Lihou","Lihou_N1","D2",30568,45,NA,"Carcharhinus","amblyrhynchos",37018030,2,"Carcharhinus amblyrhynchos","Feb_21_Lihou_N1_D2","12/02/2021",17.12065,151.82674,"outer_reef",NA,NA,0.005055,3.21133,1,255,"total length",4.5,84.96,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"piscivore","pisci-invertivore","medium group","Carcharhinidae","Piscivore"
"Feb_21","Lihou","Lihou_N1","D2",38118,45,NA,"Triaenodon","obesus",37018038,2,"Triaenodon obesus","Feb_21_Lihou_N1_D2","12/02/2021",17.12065,151.82674,"outer_reef",NA,NA,0.001171,3.361543,1,213,"total length",4.36,82.54,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"piscivore","pisci-invertivore","small group","Carcharhinidae","Piscivore"
"Feb_21","Lihou","Lihou_N1","D2",30667,45,"mertensii","Chaetodon","mertensii",NA,1,"Chaetodon mertensii","Feb_21_Lihou_N1_D2","12/02/2021",17.12065,151.82674,"outer_reef",NA,NA,0.004261,3.800466,1,12.5,"total length",2.95,10,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","micro-invertivore","pair","Chaetodontidae","Omnivore"
"Feb_21","Lihou","Lihou_N1","D2",30667,45,"pelewensis","Chaetodon","pelewensis",NA,1,"Chaetodon pelewensis","Feb_21_Lihou_N1_D2","12/02/2021",17.12065,151.82674,"outer_reef",NA,NA,0.026346,3.094727,1,12.5,"total length",2.92,10,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","micro-invertivore","pair","Chaetodontidae","Corallivore"
"Feb_21","Lihou","Lihou_N1","D2",24989,45,NA,"Forcipiger","flavissimus",37365068,1,"Forcipiger flavissimus","Feb_21_Lihou_N1_D2","12/02/2021",17.12065,151.82674,"outer_reef",NA,NA,0.02188,3.02,1,22,"total length",3.38,16.69,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","micro-invertivore","pair","Chaetodontidae","Benthic invertivore"
"Feb_21","Lihou","Lihou_N1","D2",24989,45,NA,"Echeneis","naucrates",37336001,1,"Echeneis naucrates","Feb_21_Lihou_N1_D2","12/02/2021",17.12065,151.82674,"outer_reef",NA,NA,0.000841,3.334888,1,110,"total length",3.68,54.09,"Central Indo-Pacific,Eastern Indo-Pacific,Tropical Atlantic,Tropical Eastern Pacific,Western Indo-Pacific",NA,"piscivore","pisci-invertivore","small group","Echeneidae","Piscivore"
"Feb_21","Lihou","Lihou_N1","D2",44687,45,NA,"Epinephelus","maculatus",37311011,1,"Epinephelus maculatus","Feb_21_Lihou_N1_D2","12/02/2021",17.12065,151.82674,"outer_reef",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"piscivore","pisci-invertivore",NA,"Serranidae","Carnivore"
"Feb_21","Lihou","Lihou_N1","D2",44280,45,"loxozonus","Bodianus","loxozonus",NA,1,"Bodianus loxozonus","Feb_21_Lihou_N1_D2","12/02/2021",17.12065,151.82674,"outer_reef",NA,NA,0.01202,3.06,1,47,"total length",3.55,44.21,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","micro-invertivore","solitary","Labridae","Benthic invertivore"
"Feb_21","Lihou","Lihou_N1","D2",45688,45,NA,"Oxycheilinus","unifasciatus",37384068,1,"Oxycheilinus unifasciatus","Feb_21_Lihou_N1_D2","12/02/2021",17.12065,151.82674,"outer_reef",NA,NA,0.0166,2.95,1,46,"total length",4.06,44,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"piscivore","pisci-invertivore","solitary","Labridae","Carnivore"
"Feb_21","Lihou","Lihou_N1","D2",26501,45,NA,"Pseudocheilinus","evanidus",37384142,1,"Pseudocheilinus evanidus","Feb_21_Lihou_N1_D2","12/02/2021",17.12065,151.82674,"outer_reef",NA,NA,0.01622,2.96,1,9,"total length",3.5,15.39,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","micro-invertivore","solitary","Labridae","Benthic invertivore"
"Feb_21","Lihou","Lihou_N1","D2",0,45,NA,"Lethrinus","miniatus",37351009,1,"Lethrinus miniatus","Feb_21_Lihou_N1_D2","12/02/2021",17.12065,151.82674,"outer_reef",NA,NA,0.00561,3.27671,1,90,"total length",3.77,52.78,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"piscivore","pisci-invertivore","small group","Lethrinidae","Piscivore"
"Feb_21","Lihou","Lihou_N1","D2",33530,45,NA,"Aprion","virescens",37346027,1,"Aprion virescens","Feb_21_Lihou_N1_D2","12/02/2021",17.12065,151.82674,"outer_reef",NA,NA,0.012092,3.021243,1,112,"total length",4.28,61.35,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"piscivore","pisci-invertivore","small group","Lutjanidae","Piscivore"
"Feb_21","Lihou","Lihou_N1","D2",31093,45,NA,"Lutjanus","bohar",37346029,3,"Lutjanus bohar","Feb_21_Lihou_N1_D2","12/02/2021",17.12065,151.82674,"outer_reef",NA,NA,0.013464,3.055209,1,90,"total length",4.27,68.83,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"piscivore","pisci-invertivore","medium group","Lutjanidae","Piscivore"
"Feb_21","Lihou","Lihou_N1","D2",46595,45,NA,"Gymnothorax","favagineus",37060016,1,"Gymnothorax favagineus","Feb_21_Lihou_N1_D2","12/02/2021",17.12065,151.82674,"outer_reef",NA,NA,0.00095,3.1,1,300,"total length",4.24,85.41,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"piscivore","pisci-invertivore",NA,"Muraenidae","Carnivore"
"Feb_21","Lihou","Lihou_N1","D2",33754,45,NA,"Orectolobus","ornatus",37013001,1,"Orectolobus ornatus","Feb_21_Lihou_N1_D2","12/02/2021",17.12065,151.82674,"outer_reef",NA,NA,0.00389,3.12,1,290,"total length",3.98,59.88,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"piscivore","pisci-invertivore",NA,"Orectolobidae","Carnivore"
"Feb_21","Lihou","Lihou_N1","D2",36837,45,NA,"Centropyge","bispinosa",37365023,1,"Centropyge bispinosa","Feb_21_Lihou_N1_D2","12/02/2021",17.12065,151.82674,"outer_reef",NA,NA,0.111214,2.360317,1,10,"total length",2.75,15.39,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"herbivore-detritivore","cropper/grazer","pair","Pomacanthidae","Omnivore"
"Feb_21","Lihou","Lihou_N1","D2",16053,45,NA,"Centropyge","flavissima",37365026,1,"Centropyge flavissima","Feb_21_Lihou_N1_D2","12/02/2021",17.12065,151.82674,"outer_reef",NA,NA,0.0302,2.89,1,14,"total length",2.75,21.97,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"herbivore-detritivore","cropper/grazer","pair","Pomacanthidae","Grazer"
"Feb_21","Lihou","Lihou_N1","D2",16292,45,NA,"Chromis","amboinensis",37372034,2,"Chromis amboinensis","Feb_21_Lihou_N1_D2","12/02/2021",17.12065,151.82674,"outer_reef",NA,NA,0.01778,2.99,1,10,"total length",2.74,20.93,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"omnivore","planktivore","medium group","Pomacentridae","Planktivore"
"Feb_21","Lihou","Lihou_N1","D2",7105,45,NA,"Cephalopholis","urodeta",37311142,2,"Cephalopholis urodeta","Feb_21_Lihou_N1_D2","12/02/2021",17.12065,151.82674,"outer_reef",NA,NA,0.02822,2.81775,1,28,"total length",4.02,13.87,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"piscivore","pisci-invertivore",NA,"Serranidae","Piscivore"
"Feb_21","Lihou","Lihou_N1","D2",49765,45,NA,"Plectropomus","laevis",37311079,1,"Plectropomus laevis","Feb_21_Lihou_N1_D2","12/02/2021",17.12065,151.82674,"outer_reef",NA,NA,0.00523,3.23774,1,125,"total length",4.14,56.09,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"piscivore","pisci-invertivore",NA,"Serranidae","Piscivore"
"Feb_21","Lihou","Lihou_N1","D2",48630,45,NA,"Plectropomus","leopardus",37311078,3,"Plectropomus leopardus","Feb_21_Lihou_N1_D2","12/02/2021",17.12065,151.82674,"outer_reef",NA,NA,0.009115,3.105091,1,120,"standard length",4.41,51.04,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"piscivore","piscivore",NA,"Serranidae","Piscivore"
"Feb_21","Lihou","Lihou_N1","D2",29897,45,NA,"Variola","louti",37311166,2,"Variola louti","Feb_21_Lihou_N1_D2","12/02/2021",17.12065,151.82674,"outer_reef",NA,NA,0.01107,3.076899,1,83,"total length",4,32.88,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"piscivore","pisci-invertivore",NA,"Serranidae","Piscivore"
"Feb_21","Lihou","Lihou_N1","D4",47052,42,NA,"Caranx","melampygus",37337050,1,"Caranx melampygus","Feb_21_Lihou_N1_D4","12/02/2021",17.11745,151.82985,"outer_reef",NA,NA,0.017067,2.943245,1,117,"fork length",4.28,50.49,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"piscivore","pisci-invertivore","small group","Carangidae","Piscivore"
"Feb_21","Lihou","Lihou_N1","D4",58853,42,NA,"Choerodon","jordani",37384077,1,"Choerodon jordani","Feb_21_Lihou_N1_D4","12/02/2021",17.11745,151.82985,"outer_reef",NA,NA,0.01259,3.05,1,17,"total length",3.5,25.85,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","micro-invertivore","solitary","Labridae","Carnivore"
"Feb_21","Lihou","Lihou_N1","D4",54188,42,"euanus","Gymnocranius","euanus",NA,2,"Gymnocranius euanus","Feb_21_Lihou_N1_D4","12/02/2021",17.11745,151.82985,"outer_reef",NA,NA,0.019829,2.926623,1,45,"total length",3.8,40.48,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","macro-invertivore",NA,"Lethrinidae","Benthic invertivore"
"Feb_21","Lihou","Lihou_N1","D4",51459,42,NA,"Lutjanus","bohar",37346029,1,"Lutjanus bohar","Feb_21_Lihou_N1_D4","12/02/2021",17.11745,151.82985,"outer_reef",NA,NA,0.013464,3.055209,1,90,"total length",4.27,68.83,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"piscivore","pisci-invertivore","medium group","Lutjanidae","Piscivore"
"Feb_21","Lihou","Lihou_N1","D4",13091,42,NA,"Malacanthus","brevirostris",37331009,2,"Malacanthus brevirostris","Feb_21_Lihou_N1_D4","12/02/2021",17.11745,151.82985,"outer_reef",NA,NA,0.00537,3.03,1,32,"total length",3.5,33.47,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","micro-invertivore","pair","Malacanthidae","Benthic invertivore"
"Feb_21","Lihou","Lihou_N1","D4",35679,42,"tricincta","Chrysiptera","tricincta",NA,1,"Chrysiptera tricincta","Feb_21_Lihou_N1_D4","12/02/2021",17.11745,151.82985,"outer_reef",NA,NA,0.01479,2.98,1,6,"total length",2.72,12.47,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"planktivore","planktivore","small group","Pomacentridae","Omnivore"
"Feb_21","Lihou","Lihou_N1","D5",57669,51,NA,"Sufflamen","fraenatum",37465014,2,"Sufflamen fraenatum","Feb_21_Lihou_N1_D5","12/02/2021",17.11565,151.8334,"outer_reef",NA,NA,0.02972,2.957254,1,38,"total length",3.7,34.41,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","micro-invertivore","solitary","Balistidae","Benthic invertivore"
"Feb_21","Lihou","Lihou_N1","D5",23058,51,NA,"Pterocaesio","marri",37346068,130,"Pterocaesio marri","Feb_21_Lihou_N1_D5","12/02/2021",17.11565,151.8334,"outer_reef",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planktivore","planktivore",NA,"Caesionidae","Planktivore"
