"Survey","Reef","Site","Drop","Frame","Depth","Comment","Family","Genus","Species","Code","MaxN","Species_name","T_ID","Date","Lat","Long","Habitat","Aspect","Benthic_Complexity","Biomass Constant A","Biomass Constant B","Biomass Constant C","Max Length (cm)","Max Length Type","Trophic Level","Vulnerability","Regions","Climate Score","Trophic Group","Functional Group","Group Size"
"Feb_21","Kenn","Kenn_1","D1",25754,35,NA,"Acanthuridae","Acanthurus","pyroferus",37437017,1,"Acanthurus pyroferus","Feb_21_Kenn_1_D1","8/02/2021",21.27237,155.74365,"outer_reef",NA,NA,0.02291,2.96,1,29,"total length",2,28.92,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"herbivore-detritivore","cropper/grazer","small group"
"Feb_21","Kenn","Kenn_1","D1",60712,35,NA,"Acanthuridae","Ctenochaetus","striatus",37437022,4,"Ctenochaetus striatus","Feb_21_Kenn_1_D1","8/02/2021",21.27237,155.74365,"outer_reef",NA,NA,0.01569,3.058599,1,26,"total length",2,18.05,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"omnivore","detritivore","medium group"
"Feb_21","Kenn","Kenn_1","D1",29181,35,NA,"Acanthuridae","Naso","lituratus",37437029,2,"Naso lituratus","Feb_21_Kenn_1_D1","8/02/2021",21.27237,155.74365,"outer_reef",NA,NA,0.0324,2.94,0.848176,46,"standard length",2.32,34.14,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"herbivore-macroalgae","browser","small group"
"Feb_21","Kenn","Kenn_1","D1",34856,35,NA,"Acanthuridae","Zebrasoma","scopas",37437036,5,"Zebrasoma scopas","Feb_21_Kenn_1_D1","8/02/2021",21.27237,155.74365,"outer_reef",NA,NA,0.034129,2.939876,1,40,"standard length",2,66.27,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"herbivore-detritivore","cropper/grazer","small group"
"Feb_21","Kenn","Kenn_1","D1",40132,35,NA,"Balistidae","Balistoides","viridescens",37465048,1,"Balistoides viridescens","Feb_21_Kenn_1_D1","8/02/2021",21.27237,155.74365,"outer_reef",NA,NA,0.02442,3.01828,1,75,"total length",3.33,54.36,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","macro-invertivore","solitary"
"Feb_21","Kenn","Kenn_1","D1",25605,35,"bursa","Balistidae","Sufflamen","bursa",NA,1,"Sufflamen bursa","Feb_21_Kenn_1_D1","8/02/2021",21.27237,155.74365,"outer_reef",NA,NA,0.0257,2.94,1,25,"total length",2.9,27.8,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","micro-invertivore","solitary"
"Feb_21","Kenn","Kenn_1","D1",32503,35,NA,"Carcharhinidae","Carcharhinus","amblyrhynchos",37018030,2,"Carcharhinus amblyrhynchos","Feb_21_Kenn_1_D1","8/02/2021",21.27237,155.74365,"outer_reef",NA,NA,0.005055,3.21133,1,255,"total length",4.5,84.96,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"piscivore","pisci-invertivore","medium group"
"Feb_21","Kenn","Kenn_1","D1",47489,35,NA,"Carcharhinidae","Triaenodon","obesus",37018038,1,"Triaenodon obesus","Feb_21_Kenn_1_D1","8/02/2021",21.27237,155.74365,"outer_reef",NA,NA,0.001171,3.361543,1,213,"total length",4.36,82.54,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"piscivore","pisci-invertivore","small group"
"Feb_21","Kenn","Kenn_1","D1",11215,35,NA,"Chaetodontidae","Chaetodon","auriga",37365019,1,"Chaetodon auriga","Feb_21_Kenn_1_D1","8/02/2021",21.27237,155.74365,"outer_reef",NA,NA,0.037129,2.873369,1,23,"total length",3.13,11.53,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"omnivore","micro-invertivore","pair"
"Feb_21","Kenn","Kenn_1","D1",45008,35,NA,"Chaetodontidae","Chaetodon","kleinii",37365040,2,"Chaetodon kleinii","Feb_21_Kenn_1_D1","8/02/2021",21.27237,155.74365,"outer_reef",NA,NA,0.0449,3.036,0.827,15,"total length",3.18,11.53,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"omnivore","corallivore","pair"
"Feb_21","Kenn","Kenn_1","D1",12703,35,NA,"Chaetodontidae","Chaetodon","lunulatus",37365059,2,"Chaetodon lunulatus","Feb_21_Kenn_1_D1","8/02/2021",21.27237,155.74365,"outer_reef",NA,NA,0.031917,3.039268,1,14,"total length",3.34,11.03,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-sessile","corallivore","pair"
"Feb_21","Kenn","Kenn_1","D1",57997,35,"mertensii","Chaetodontidae","Chaetodon","mertensii",NA,2,"Chaetodon mertensii","Feb_21_Kenn_1_D1","8/02/2021",21.27237,155.74365,"outer_reef",NA,NA,0.004261,3.800466,1,12.5,"total length",2.95,10,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","micro-invertivore","pair"
"Feb_21","Kenn","Kenn_1","D1",29327,35,NA,"Chaetodontidae","Chaetodon","ornatissimus",37365047,2,"Chaetodon ornatissimus","Feb_21_Kenn_1_D1","8/02/2021",21.27237,155.74365,"outer_reef",NA,NA,0.02291,3.01,1,20,"total length",3.34,15.01,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-sessile","corallivore","pair"
"Feb_21","Kenn","Kenn_1","D1",31610,35,NA,"Chaetodontidae","Chaetodon","plebeius",37365050,1,"Chaetodon plebeius","Feb_21_Kenn_1_D1","8/02/2021",21.27237,155.74365,"outer_reef",NA,NA,0.071506,2.564913,1,15,"total length",3.34,11.53,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-sessile","corallivore","pair"
"Feb_21","Kenn","Kenn_1","D1",25357,35,NA,"Chaetodontidae","Chaetodon","trifascialis",37365058,1,"Chaetodon trifascialis","Feb_21_Kenn_1_D1","8/02/2021",21.27237,155.74365,"outer_reef",NA,NA,0.03472,2.879309,1,18,"total length",3.34,24.48,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-sessile","corallivore","pair"
"Feb_21","Kenn","Kenn_1","D1",43073,35,NA,"Chaetodontidae","Chaetodon","ulietensis",37365060,1,"Chaetodon ulietensis","Feb_21_Kenn_1_D1","8/02/2021",21.27237,155.74365,"outer_reef",NA,NA,0.03114,2.87412,1,15,"total length",2.71,11.53,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-sessile","corallivore","pair"
"Feb_21","Kenn","Kenn_1","D1",43817,35,NA,"Chaetodontidae","Forcipiger","flavissimus",37365068,2,"Forcipiger flavissimus","Feb_21_Kenn_1_D1","8/02/2021",21.27237,155.74365,"outer_reef",NA,NA,0.02188,3.02,1,22,"total length",3.38,16.69,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","micro-invertivore","pair"
"Feb_21","Kenn","Kenn_1","D1",23174,35,NA,"Chaetodontidae","Heniochus","singularius",37365077,2,"Heniochus singularius","Feb_21_Kenn_1_D1","8/02/2021",21.27237,155.74365,"outer_reef",NA,NA,0.02188,3.02,1,30,"total length",3.55,23.37,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","micro-invertivore","pair"
"Feb_21","Kenn","Kenn_1","D1",61532,35,NA,"Epinephelidae","Epinephelus","fasciatus",37311014,1,"Epinephelus fasciatus","Feb_21_Kenn_1_D1","8/02/2021",21.27237,155.74365,"outer_reef",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feb_21","Kenn","Kenn_1","D1",16326,35,"femininus","Labridae","Anampses","femininus",NA,4,"Anampses femininus","Feb_21_Kenn_1_D1","8/02/2021",21.27237,155.74365,"outer_reef",NA,NA,0.01,3.06,1,24,"total length",3.5,31.13,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","micro-invertivore","small group"
"Feb_21","Kenn","Kenn_1","D1",54932,35,NA,"Labridae","Anampses","neoguinaicus",37384050,1,"Anampses neoguinaicus","Feb_21_Kenn_1_D1","8/02/2021",21.27237,155.74365,"outer_reef",NA,NA,0.01,3.06,1,20,"standard length",3.5,34.69,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","micro-invertivore","small group"
"Feb_21","Kenn","Kenn_1","D1",43292,35,NA,"Labridae","Anampses","twistii",37384051,2,"Anampses twistii","Feb_21_Kenn_1_D1","8/02/2021",21.27237,155.74365,"outer_reef",NA,NA,0.01,3.06,1,18,"total length",3.5,27.03,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","micro-invertivore","solitary"
"Feb_21","Kenn","Kenn_1","D1",6153,35,NA,"Labridae","Bodianus","anthioides",37384052,2,"Bodianus anthioides","Feb_21_Kenn_1_D1","8/02/2021",21.27237,155.74365,"outer_reef",NA,NA,0.01202,3.06,1,24,"standard length",3.44,38.58,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","micro-invertivore","solitary"
"Feb_21","Kenn","Kenn_1","D1",2622,35,NA,"Labridae","Cheilinus","oxycephalus",37384067,1,"Cheilinus oxycephalus","Feb_21_Kenn_1_D1","8/02/2021",21.27237,155.74365,"outer_reef",NA,NA,0.0166,2.95,1,17,"total length",3.4,25.85,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","macro-invertivore","solitary"
"Feb_21","Kenn","Kenn_1","D1",24048,35,"lineatus","Labridae","Cirrhilabrus","lineatus",NA,1,"Cirrhilabrus lineatus","Feb_21_Kenn_1_D1","8/02/2021",21.27237,155.74365,"outer_reef",NA,NA,0.0166,2.95,1,12,"total length",3.4,21,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"planktivore","planktivore","medium group"
"Feb_21","Kenn","Kenn_1","D1",39549,35,NA,"Labridae","Gomphosus","varius",37384106,1,"Gomphosus varius","Feb_21_Kenn_1_D1","8/02/2021",21.27237,155.74365,"outer_reef",NA,NA,0.01838,2.70269,1,30,"standard length",3.68,43.72,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","micro-invertivore","solitary"
"Feb_21","Kenn","Kenn_1","D1",16664,35,NA,"Labridae","Halichoeres","biocellatus",37384107,2,"Halichoeres biocellatus","Feb_21_Kenn_1_D1","8/02/2021",21.27237,155.74365,"outer_reef",NA,NA,0.01,3.08,1,12,"total length",3.4,21.39,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","micro-invertivore","small group"
"Feb_21","Kenn","Kenn_1","D1",31411,35,NA,"Labridae","Hemigymnus","fasciatus",37384124,1,"Hemigymnus fasciatus","Feb_21_Kenn_1_D1","8/02/2021",21.27237,155.74365,"outer_reef",NA,NA,0.02423,2.92262,1,30,"total length",3.5,34.51,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","macro-invertivore","solitary"
"Feb_21","Kenn","Kenn_1","D1",8833,35,NA,"Labridae","Macropharyngodon","negrosensis",37384137,1,"Macropharyngodon negrosensis","Feb_21_Kenn_1_D1","8/02/2021",21.27237,155.74365,"outer_reef",NA,NA,0.01,3.06,1,12,"total length",3.5,21.39,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","micro-invertivore","small group"
"Feb_21","Kenn","Kenn_1","D1",29580,35,NA,"Labridae","Oxycheilinus","unifasciatus",37384068,1,"Oxycheilinus unifasciatus","Feb_21_Kenn_1_D1","8/02/2021",21.27237,155.74365,"outer_reef",NA,NA,0.0166,2.95,1,46,"total length",4.06,44,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"piscivore","pisci-invertivore","solitary"
"Feb_21","Kenn","Kenn_1","D1",30955,35,"cerasinus","Labridae","Pseudojuloides","cerasinus",NA,1,"Pseudojuloides cerasinus","Feb_21_Kenn_1_D1","8/02/2021",21.27237,155.74365,"outer_reef",NA,NA,0.01,3.06,1,12.3,"total length",3.4,21.88,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","micro-invertivore","small group"
"Feb_21","Kenn","Kenn_1","D1",42214,35,NA,"Labridae","Thalassoma","lutescens",37384168,3,"Thalassoma lutescens","Feb_21_Kenn_1_D1","8/02/2021",21.27237,155.74365,"outer_reef",NA,NA,0.012764,3.053725,0.925,30,"total length",3.72,34.51,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","macro-invertivore","small group"
"Feb_21","Kenn","Kenn_1","D1",52302,35,"euanus","Lethrinidae","Gymnocranius","euanus",NA,2,"Gymnocranius euanus","Feb_21_Kenn_1_D1","8/02/2021",21.27237,155.74365,"outer_reef",NA,NA,0.019829,2.926623,1,45,"total length",3.8,40.48,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","macro-invertivore",NA
"Feb_21","Kenn","Kenn_1","D1",31116,35,NA,"Lutjanidae","Aphareus","furca",37346036,1,"Aphareus furca","Feb_21_Kenn_1_D1","8/02/2021",21.27237,155.74365,"outer_reef",NA,NA,0.0277,2.87,0.86881,70,"total length",4.14,35.93,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"piscivore","piscivore","small group"
"Feb_21","Kenn","Kenn_1","D1",16574,35,NA,"Lutjanidae","Lutjanus","bohar",37346029,1,"Lutjanus bohar","Feb_21_Kenn_1_D1","8/02/2021",21.27237,155.74365,"outer_reef",NA,NA,0.013464,3.055209,1,90,"total length",4.27,68.83,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"piscivore","pisci-invertivore","medium group"
"Feb_21","Kenn","Kenn_1","D1",1786,35,NA,"Mullidae","Parupeneus","cyclostomus",37355025,1,"Parupeneus cyclostomus","Feb_21_Kenn_1_D1","8/02/2021",21.27237,155.74365,"outer_reef",NA,NA,0.0136,3.11,0.933,50,"total length",4.08,36.98,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"piscivore","pisci-invertivore","solitary"
"Feb_21","Kenn","Kenn_1","D1",54719,35,NA,"Mullidae","Parupeneus","multifasciatus",37355026,1,"Parupeneus multifasciatus","Feb_21_Kenn_1_D1","8/02/2021",21.27237,155.74365,"outer_reef",NA,NA,0.01136,3.211,0.933,35,"total length",3.61,21.22,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","macro-invertivore","small group"
"Feb_21","Kenn","Kenn_1","D1",34577,35,"heraldi","Pomacanthidae","Centropyge","heraldi",NA,2,"Centropyge heraldi","Feb_21_Kenn_1_D1","8/02/2021",21.27237,155.74365,"outer_reef",NA,NA,0.0302,2.89,1,12,"total length",2.83,19.04,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"herbivore-detritivore","cropper/grazer","pair"
"Feb_21","Kenn","Kenn_1","D1",30766,35,NA,"Pomacanthidae","Centropyge","tibicen",37365031,1,"Centropyge tibicen","Feb_21_Kenn_1_D1","8/02/2021",21.27237,155.74365,"outer_reef",NA,NA,0.054527,2.744557,1,19,"total length",2.79,25.85,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"herbivore-detritivore","cropper/grazer","pair"
"Feb_21","Kenn","Kenn_1","D1",40132,35,"chrysura","Pomacentridae","Chromis","chrysura",NA,20,"Chromis chrysura","Feb_21_Kenn_1_D1","8/02/2021",21.27237,155.74365,"outer_reef",NA,NA,0.01834,3.15616,1,14,"standard length",3.04,16.73,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,NA,"planktivore","medium group"
"Feb_21","Kenn","Kenn_1","D1",24166,35,"iomelas","Pomacentridae","Chromis","iomelas",NA,3,"Chromis iomelas","Feb_21_Kenn_1_D1","8/02/2021",21.27237,155.74365,"outer_reef",NA,NA,0.01221,3.094234,1,8,"fork length",2.69,18.53,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"planktivore","planktivore","medium group"
"Feb_21","Kenn","Kenn_1","D1",6252,35,NA,"Scaridae","Cetoscarus","ocellatus",37386007,1,"Cetoscarus ocellatus","Feb_21_Kenn_1_D1","8/02/2021",21.27237,155.74365,"outer_reef",NA,NA,0.0276,2.92,1,80,"standard length",2,59.05,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"herbivore-detritivore","excavator","small group"
"Feb_21","Kenn","Kenn_1","D1",47985,35,NA,"Scaridae","Chlorurus","sordidus",37386030,1,"Chlorurus sordidus","Feb_21_Kenn_1_D1","8/02/2021",21.27237,155.74365,"outer_reef",NA,NA,0.020118,3.059482,1,40,"total length",2.62,18.82,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"omnivore","excavator","small group"
"Feb_21","Kenn","Kenn_1","D1",1786,35,NA,"Scaridae","Scarus","chameleon",37386012,1,"Scarus chameleon","Feb_21_Kenn_1_D1","8/02/2021",21.27237,155.74365,"outer_reef",NA,NA,0.01445,3.04,1,31,"total length",2,21.51,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"herbivore-detritivore","scraper",NA
"Feb_21","Kenn","Kenn_1","D1",54713,35,NA,"Scaridae","Scarus","forsteni",37386015,1,"Scarus forsteni","Feb_21_Kenn_1_D1","8/02/2021",21.27237,155.74365,"outer_reef",NA,NA,0.0142,3.13,1,55,"total length",2,35.57,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"herbivore-detritivore","scraper",NA
"Feb_21","Kenn","Kenn_1","D1",33353,35,"longipinnis","Scaridae","Scarus","longipinnis",NA,3,"Scarus longipinnis","Feb_21_Kenn_1_D1","8/02/2021",21.27237,155.74365,"outer_reef",NA,NA,0.01445,3.04,1,40,"total length",2,30.24,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"herbivore-detritivore","scraper",NA
"Feb_21","Kenn","Kenn_1","D1",33942,35,NA,"Scaridae","Scarus","niger",37386021,2,"Scarus niger","Feb_21_Kenn_1_D1","8/02/2021",21.27237,155.74365,"outer_reef",NA,NA,0.024136,3.147753,0.794,40,"total length",2,19.91,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"herbivore-detritivore","scraper",NA
"Feb_21","Kenn","Kenn_1","D1",34488,35,NA,"Scaridae","Scarus","schlegeli",37386029,2,"Scarus schlegeli","Feb_21_Kenn_1_D1","8/02/2021",21.27237,155.74365,"outer_reef",NA,NA,0.020801,3.00244,1,40,"total length",2.75,30.75,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"herbivore-detritivore","scraper","medium group"
"Feb_21","Kenn","Kenn_1","D1",61433,35,NA,"Serranidae","Cephalopholis","urodeta",37311142,1,"Cephalopholis urodeta","Feb_21_Kenn_1_D1","8/02/2021",21.27237,155.74365,"outer_reef",NA,NA,0.02822,2.81775,1,28,"total length",4.02,13.87,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"piscivore","pisci-invertivore",NA
"Feb_21","Kenn","Kenn_1","D1",27640,35,NA,"Serranidae","Plectropomus","laevis",37311079,1,"Plectropomus laevis","Feb_21_Kenn_1_D1","8/02/2021",21.27237,155.74365,"outer_reef",NA,NA,0.00523,3.23774,1,125,"total length",4.14,56.09,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"piscivore","pisci-invertivore",NA
"Feb_21","Kenn","Kenn_1","D1",28682,35,NA,"Serranidae","Variola","louti",37311166,2,"Variola louti","Feb_21_Kenn_1_D1","8/02/2021",21.27237,155.74365,"outer_reef",NA,NA,0.01107,3.076899,1,83,"total length",4,32.88,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"piscivore","pisci-invertivore",NA
"Feb_21","Kenn","Kenn_1","D1",11215,35,NA,"Siganidae","Siganus","argenteus",37438007,2,"Siganus argenteus","Feb_21_Kenn_1_D1","8/02/2021",21.27237,155.74365,"outer_reef",NA,NA,0.008344,3.12321,1,40,"total length",2.63,22.2,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"herbivore-detritivore","cropper/grazer","large group"
"Feb_21","Kenn","Kenn_1","D2",59002,42,"albipectoralis","Acanthuridae","Acanthurus","albipectoralis",NA,1,"Acanthurus albipectoralis","Feb_21_Kenn_1_D2","8/02/2021",21.27637,155.74823,"outer_reef",NA,NA,0.01698,2.99,1,33,"total length",3.4,28.92,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"planktivore","planktivore","medium group"
"Feb_21","Kenn","Kenn_1","D2",9428,42,NA,"Acanthuridae","Acanthurus","thompsoni",37437018,1,"Acanthurus thompsoni","Feb_21_Kenn_1_D2","8/02/2021",21.27637,155.74823,"outer_reef",NA,NA,0.01698,2.99,1,27,"total length",3.64,25.1,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"planktivore","planktivore","medium group"
"Feb_21","Kenn","Kenn_1","D2",21528,42,NA,"Acanthuridae","Ctenochaetus","striatus",37437022,2,"Ctenochaetus striatus","Feb_21_Kenn_1_D2","8/02/2021",21.27637,155.74823,"outer_reef",NA,NA,0.01569,3.058599,1,26,"total length",2,18.05,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"omnivore","detritivore","medium group"
"Feb_21","Kenn","Kenn_1","D2",45206,42,NA,"Acanthuridae","Naso","unicornis",37437031,1,"Naso unicornis","Feb_21_Kenn_1_D2","8/02/2021",21.27637,155.74823,"outer_reef",NA,NA,0.029529,2.923551,1,70,"fork length",2.17,32.05,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"herbivore-macroalgae","browser","small group"
"Feb_21","Kenn","Kenn_1","D2",52749,42,NA,"Acanthuridae","Naso","vlamingii",37437032,2,"Naso vlamingii","Feb_21_Kenn_1_D2","8/02/2021",21.27637,155.74823,"outer_reef",NA,NA,0.03104,2.843,1,60,"total length",2.16,37.74,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"planktivore","planktivore","small group"
"Feb_21","Kenn","Kenn_1","D2",7329,42,NA,"Acanthuridae","Zebrasoma","scopas",37437036,3,"Zebrasoma scopas","Feb_21_Kenn_1_D2","8/02/2021",21.27637,155.74823,"outer_reef",NA,NA,0.034129,2.939876,1,40,"standard length",2,66.27,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"herbivore-detritivore","cropper/grazer","small group"
"Feb_21","Kenn","Kenn_1","D2",37708,42,NA,"Caesionidae","Pterocaesio","marri",37346068,150,"Pterocaesio marri","Feb_21_Kenn_1_D2","8/02/2021",21.27637,155.74823,"outer_reef",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feb_21","Kenn","Kenn_1","D2",48978,42,NA,"Carangidae","Caranx","ignobilis",37337027,1,"Caranx ignobilis","Feb_21_Kenn_1_D2","8/02/2021",21.27637,155.74823,"outer_reef",NA,NA,0.012104,2.993242,1,170,"total length",4.48,82.12,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"piscivore","piscivore","solitary"
"Feb_21","Kenn","Kenn_1","D2",29724,42,NA,"Carangidae","Caranx","melampygus",37337050,1,"Caranx melampygus","Feb_21_Kenn_1_D2","8/02/2021",21.27637,155.74823,"outer_reef",NA,NA,0.017067,2.943245,1,117,"fork length",4.28,50.49,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"piscivore","pisci-invertivore","small group"
"Feb_21","Kenn","Kenn_1","D2",45107,42,NA,"Carcharhinidae","Carcharhinus","amblyrhynchos",37018030,2,"Carcharhinus amblyrhynchos","Feb_21_Kenn_1_D2","8/02/2021",21.27637,155.74823,"outer_reef",NA,NA,0.005055,3.21133,1,255,"total length",4.5,84.96,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"piscivore","pisci-invertivore","medium group"
"Feb_21","Kenn","Kenn_1","D2",46844,42,NA,"Carcharhinidae","Triaenodon","obesus",37018038,2,"Triaenodon obesus","Feb_21_Kenn_1_D2","8/02/2021",21.27637,155.74823,"outer_reef",NA,NA,0.001171,3.361543,1,213,"total length",4.36,82.54,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"piscivore","pisci-invertivore","small group"
"Feb_21","Kenn","Kenn_1","D2",11798,42,NA,"Chaetodontidae","Chaetodon","ornatissimus",37365047,1,"Chaetodon ornatissimus","Feb_21_Kenn_1_D2","8/02/2021",21.27637,155.74823,"outer_reef",NA,NA,0.02291,3.01,1,20,"total length",3.34,15.01,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-sessile","corallivore","pair"
"Feb_21","Kenn","Kenn_1","D2",18593,42,"pelewensis","Chaetodontidae","Chaetodon","pelewensis",NA,2,"Chaetodon pelewensis","Feb_21_Kenn_1_D2","8/02/2021",21.27637,155.74823,"outer_reef",NA,NA,0.026346,3.094727,1,12.5,"total length",2.92,10,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","micro-invertivore","pair"
"Feb_21","Kenn","Kenn_1","D2",48283,42,NA,"Chaetodontidae","Chaetodon","trifascialis",37365058,1,"Chaetodon trifascialis","Feb_21_Kenn_1_D2","8/02/2021",21.27637,155.74823,"outer_reef",NA,NA,0.03472,2.879309,1,18,"total length",3.34,24.48,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-sessile","corallivore","pair"
"Feb_21","Kenn","Kenn_1","D2",38557,42,NA,"Chaetodontidae","Chaetodon","ulietensis",37365060,1,"Chaetodon ulietensis","Feb_21_Kenn_1_D2","8/02/2021",21.27637,155.74823,"outer_reef",NA,NA,0.03114,2.87412,1,15,"total length",2.71,11.53,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-sessile","corallivore","pair"
"Feb_21","Kenn","Kenn_1","D2",42330,42,NA,"Epinephelidae","Epinephelus","fasciatus",37311014,1,"Epinephelus fasciatus","Feb_21_Kenn_1_D2","8/02/2021",21.27637,155.74823,"outer_reef",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feb_21","Kenn","Kenn_1","D2",42330,42,NA,"Epinephelidae","Epinephelus","tauvina",37311057,1,"Epinephelus tauvina","Feb_21_Kenn_1_D2","8/02/2021",21.27637,155.74823,"outer_reef",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feb_21","Kenn","Kenn_1","D2",19067,42,NA,"Haemulidae","Plectorhinchus","picus",37350023,1,"Plectorhinchus picus","Feb_21_Kenn_1_D2","8/02/2021",21.27637,155.74823,"outer_reef",NA,NA,0.011985,3.05946,1,84,"total length",3.85,50.09,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","macro-invertivore",NA
